From	To
Q8WUG5	Q8WUG5
Q9HC98	Q9HC98
B2RPK0	B2RPK0
P03989	P01889
Q9NT62	Q9NT62
A8K673	A8K673
Q5T0W9	Q5T0W9
Q9BUA6	Q9BUA6
Q5T440	Q5T440
Q15819	Q15819
Q96NL6	Q96NL6
O95267	O95267
P62333	P62333
P04217	P04217
Q86WG3	Q86WG3
Q9UJX5	Q9UJX5
Q8WUY9	Q8WUY9
Q5VU43	Q5VU43
Q76MJ5	Q76MJ5
Q5T753	Q5T753
Q96M61	Q96M61
Q9NQ66	Q9NQ66
Q14410	Q14410
Q9H1Z4	Q9H1Z4
Q9BVA6	Q9BVA6
Q9Y3T6	Q9Y3T6
Q9H1D9	Q9H1D9
A6NK97	A6NK97
C9JA28	C9JA28
Q9Y2S0	P0DPB5
Q9Y2S0	P0DPB6
Q9NPF7	Q9NPF7
Q5VW36	Q5VW36
Q9UGJ0	Q9UGJ0
P09544	P09544
Q9P267	Q9P267
Q9NZV6	Q9NZV6
Q96QE5	Q96QE5
Q9H228	Q9H228
Q75QN2	Q75QN2
Q9NXD2	Q9NXD2
Q969W1	Q969W1
O15260	O15260
B1ALA9	B1ALA9
O75762	O75762
Q9P0U4	Q9P0U4
Q8WVV4	Q8WVV4
Q9ULJ1	Q9ULJ1
Q15818	Q15818
Q8TE77	Q8TE77
O75023	O75023
P09493	P09493
P29371	P29371
Q9H0J4	Q9H0J4
Q8NGN1	Q8NGN1
A8MW92	A8MW92
O75414	O75414
P61266	P61266
Q96CV8	Q96CV8
P23434	P23434
Q9Y2T1	Q9Y2T1
Q5JUW0	Q5JUW0
O75147	O75147
Q5JT00	Q5JT00
Q8N4U5	Q8N4U5
Q96MH2	Q96MH2
P51795	P51795
Q9HBW0	Q9HBW0
Q59GD3	Q59GD3
E9PK67	E9PK67
P25208	P25208
Q01167	Q01167
O60519	O60519
O60543	O60543
Q4G0A6	Q4G0A6
D0VY79	D0VY79
Q7L4I2	Q7L4I2
P18827	P18827
P56557	P56557
P0DJD1	P0DJD1
Q9NYF3	Q9NYF3
O94832	O94832
O15297	O15297
Q99439	Q99439
Q9UJA2	Q9UJA2
P55017	P55017
Q15800	Q15800
P06340	P06340
Q93045	Q93045
O95922	O95922
Q8WWC4	Q8WWC4
Q9UDY4	Q9UDY4
P52815	P52815
P56277	P56277
O00541	O00541
Q8TAP8	Q8TAP8
Q14342	Q14342
P17098	P17098
O94811	O94811
P13500	P13500
Q96T58	Q96T58
Q6NUN0	Q6NUN0
Q8IZJ4	Q8IZJ4
A4D2J9	A4D2J9
P07339	P07339
O00241	O00241
P07357	P07357
Q13889	Q13889
Q9H2Y7	Q9H2Y7
O15034	O15034
Q9NZJ4	Q9NZJ4
Q7RTT3	Q7RTT3
Q8IVL1	Q8IVL1
Q8N7H5	Q8N7H5
P14784	P14784
Q9UHF5	Q9UHF5
P04150	P04150
Q9H6X2	Q9H6X2
A8MUP2	A8MUP2
Q14894	Q14894
P01877	P01877
O75914	O75914
Q9HC10	Q9HC10
G5E943	G5E943
Q96JS3	Q96JS3
Q9H221	Q9H221
P29376	P29376
Q96LM6	Q96LM6
Q8TAX5	Q8TAX5
P08908	P08908
Q15198	Q15198
Q13948	Q13948
Q9BZE7	Q9BZE7
Q9BQE9	Q9BQE9
Q12767	Q12767
Q13535	Q13535
P53384	P53384
Q92968	Q92968
Q93033	Q93033
Q6DKI2	Q6DKI2
Q6NSL8	Q6NSL8
O75185	O75185
Q96FJ2	Q96FJ2
Q9ULE3	Q9ULE3
V9HW53	V9HW53
O00462	O00462
Q6P589	Q6P589
Q10587	Q10587
Q9Y4H2	Q9Y4H2
Q9UMX1	Q9UMX1
P19429	P19429
Q9NY64	Q9NY64
Q17R55	Q17R55
Q9NUE0	Q9NUE0
Q14320	Q14320
P54764	P54764
O75582	O75582
Q96PQ7	Q96PQ7
Q96L12	Q96L12
Q5VWM4	Q5VWM4
Q9BV35	Q9BV35
P08572	P08572
D3DTY9	D3DTY9
Q9NQP4	Q9NQP4
Q9H9V4	Q9H9V4
F8WC19	F8WC19
Q9UBW7	Q9UBW7
Q8IYB5	Q8IYB5
P43250	P43250
Q9NXI6	Q9NXI6
A6NKG5	A6NKG5
Q6YHU6	Q6YHU6
Q8IYE1	Q8IYE1
Q8IW35	Q8IW35
P04731	P04731
Q9UNA4	Q9UNA4
J3QSH9	J3QSH9
P05388	P05388
Q8NHU6	Q8NHU6
P62993	P62993
O75943	O75943
Q5VW52	Q5VW52
Q7Z511	Q7Z511
Q9NWU5	Q9NWU5
Q6PJG2	Q6PJG2
Q96E35	Q96E35
P54219	P54219
Q8WXU2	Q8WXU2
Q06413	Q06413
Q9BRT8	Q9BRT8
Q6ZSR9	Q6ZSR9
Q7Z4H4	Q7Z4H4
Q9UI32	Q9UI32
Q9Y2X3	Q9Y2X3
Q99623	Q99623
P14406	P14406
P32881	P32881
Q95604	P10321
Q14330	Q14330
P22888	P22888
Q9NRV9	Q9NRV9
Q8WXI7	Q8WXI7
Q13617	Q13617
P09936	P09936
Q05923	Q05923
Q7L8L6	Q7L8L6
Q9BXF9	Q9BXF9
Q49MI3	Q49MI3
P15880	P15880
P18065	P18065
Q9BX95	Q9BX95
P0CG20	P0CG20
Q9Y3E1	Q9Y3E1
G3V3G9	E9PPB4
Q15046	Q15046
Q9ULD4	Q9ULD4
Q9P2J2	Q9P2J2
Q5VYP0	Q5VYP0
P32242	P32242
Q14202	Q14202
P05937	P05937
P23280	P23280
Q92478	Q92478
Q8WXH4	Q8WXH4
Q9BWF3	Q9BWF3
Q05215	Q05215
Q92828	Q92828
Q86XD5	Q86XD5
Q9NZR1	Q9NZR1
Q9BY49	Q9BY49
Q5T7N3	Q5T7N3
Q4VX76	Q4VX76
A0A0C4DGP8	A0A0C4DGP8
Q6IQ20	Q6IQ20
Q9NYA3	Q9NYA3
A8MTJ3	A8MTJ3
Q96B01	Q96B01
Q9H0Z9	Q9H0Z9
P51888	P51888
P07711	P07711
Q59FP4	Q59FP4
H0YEF7	H0YEF7
P40879	P40879
P49207	P49207
Q9BU76	Q9BU76
Q9HCS2	Q9HCS2
Q2TBA0	Q2TBA0
Q96I87	Q96I87
O95620	O95620
Q9HAI6	Q9HAI6
Q01831	Q01831
P17096	P17096
Q6MZM0	Q6MZM0
Q9GZT8	Q9GZT8
A0PJ92	A0PJ92
Q8NBZ7	Q8NBZ7
Q68G75	Q68G75
Q9UBB4	Q9UBB4
Q9H1E3	Q9H1E3
P17025	P17025
Q9HBH0	Q9HBH0
Q9BSD3	Q9BSD3
O94907	O94907
O14964	O14964
Q9BXU9	Q9BXU9
Q9C099	Q9C099
O14798	O14798
P86791	P86791
P31785	P31785
Q9UQC1	Q9UQC1
Q96I99	Q96I99
B0YJ81	B0YJ81
P17302	P17302
Q9C0I1	Q9C0I1
Q99819	Q99819
Q93008	Q93008
Q9Y5L2	Q9Y5L2
P19438	P19438
P04554	P04554
H7BZJ3	H7BZJ3
Q12799	Q12799
P15328	P15328
Q9UDV7	Q9UDV7
Q16890	Q16890
O75818	O75818
P11802	P11802
Q14165	Q14165
Q96HZ4	Q96HZ4
Q9UQB9	Q9UQB9
P54253	P54253
Q9UMY4	Q9UMY4
Q86TA1	Q86TA1
B4DNW0	B4DNW0
Q9H295	Q9H295
O75154	O75154
Q13065	P0DTW1
Q13065	P0DSO3
P32456	P32456
Q8IW92	Q8IW92
Q96JL9	Q96JL9
Q9BZW7	Q9BZW7
Q05CV4	Q05CV4
P61457	P61457
Q6L8Q7	Q6L8Q7
Q658P3	Q658P3
O95294	O95294
Q9NXG9	Q9NXG9
P10589	P10589
Q9UEG4	Q9UEG4
Q9UJU6	Q9UJU6
Q9BUF5	Q9BUF5
Q9H2S6	Q9H2S6
G3V3R7	G3V3R7
P05997	P05997
Q92569	Q92569
Q96N28	Q96N28
P13928	P13928
O43423	O43423
Q58EX7	Q58EX7
Q8NEE6	Q8NEE6
I3L1J3	I3L1J3
P14923	P14923
Q99607	Q99607
Q8NEA9	Q8NEA9
O00214	O00214
P78314	P78314
P02538	P02538
Q13255	Q13255
Q8NHL6	Q8NHL6
Q9Y2G5	Q9Y2G5
Q9GZX9	Q9GZX9
B1AL69	B1AL69
Q9P2B2	Q9P2B2
Q6P4A7	Q6P4A7
Q8TCE9	Q8TCE9
O15374	O15374
Q05DH1	Q05DH1
Q9C0I4	Q9C0I4
C9JFF0	C9JFF0
O43865	O43865
B2RDW1	B2RDW1
Q9BYT9	Q9BYT9
P46098	P46098
Q92959	Q92959
Q9P2I0	Q9P2I0
Q9UPE1	Q9UPE1
O76096	O76096
K7EPJ8	K7EPJ8
Q7RTX9	Q7RTX9
Q6UVY6	Q6UVY6
A6NEQ0	A6NEQ0
P29122	P29122
O00401	O00401
O60895	O60895
Q9BYX7	Q9BYX7
P02724	P02724
Q8TEF1	Q8TEF1
P29120	P29120
Q8IYB1	Q8IYB1
Q96PV7	Q96PV7
Q8N7X1	Q8N7X1
Q9BZR9	Q9BZR9
P05107	P05107
O60383	O60383
Q14865	Q14865
Q13523	Q13523
Q9BYK8	Q9BYK8
Q96AB6	Q96AB6
Q9H9F9	Q9H9F9
Q8WVF1	Q8WVF1
Q3YBM2	Q3YBM2
Q8IZF2	Q8IZF2
Q8N556	Q8N556
O95036	O95036
Q12884	Q12884
Q6N089	Q6N089
O60568	O60568
P05026	P05026
Q8NHM5	Q8NHM5
Q9NXE8	Q9NXE8
Q496J3	Q496J3
Q02985	Q02985
O95994	O95994
Q9H2H0	Q9H2H0
F1T0L7	F1T0L7
Q8IWX8	Q8IWX8
Q6IN85	Q6IN85
Q9Y3X0	Q9Y3X0
Q9H4A9	Q9H4A9
P61247	P61247
P62140	P62140
Q92560	Q92560
Q9H8P0	Q9H8P0
O75935	O75935
Q08380	Q08380
O95263	O95263
Q09327	Q09327
P62277	P62277
Q9ULZ0	Q9ULZ0
Q9BSR8	Q9BSR8
Q9NRX3	Q9NRX3
O75912	O75912
O15417	O15417
P59990	P59990
P05231	P05231
Q6JQN1	Q6JQN1
Q6ZMB5	Q6ZMB5
Q05D60	Q05D60
P08582	P08582
Q5SY68	Q5SY68
P30512	P04439
A0A087WVE9	A0A087WVE9
E9PLA9	E9PLA9
Q6ZMN8	Q6ZMN8
O43813	O43813
O94925	O94925
Q9UID3	Q9UID3
Q06418	Q06418
Q96SB3	Q96SB3
Q14264	Q14264
Q9Y4K0	Q9Y4K0
P0DJD0	P0DJD0
Q15772	Q15772
Q12948	Q12948
Q9Y336	Q9Y336
O60810	O60810
Q96AP4	Q96AP4
Q13049	Q13049
Q9BU70	Q9BU70
P01614	P01614
O43812	O43812
Q16850	Q16850
Q9Y3L5	Q9Y3L5
P58872	P58872
Q8WWB7	Q8WWB7
Q8TEZ7	Q8TEZ7
Q96A35	Q96A35
Q92772	Q92772
Q9NXC5	Q9NXC5
A0A087WXN0	A0A087WXN0
Q9NWW0	Q9NWW0
Q9Y4E8	Q9Y4E8
Q9Y2P4	Q9Y2P4
Q9H6Y5	Q9H6Y5
Q8N2S1	Q8N2S1
Q9UHV8	Q9UHV8
P49675	P49675
Q8IXJ9	Q8IXJ9
Q92845	Q92845
Q99653	Q99653
Q8N3P4	Q8N3P4
Q8N9R8	Q8N9R8
P10645	P10645
Q9HAT8	Q9HAT8
Q96MT7	Q96MT7
Q96H20	Q96H20
Q9P2D1	Q9P2D1
Q53FA7	Q53FA7
P48634	P48634
P20809	P20809
Q15035	Q15035
Q8N8E3	Q8N8E3
Q96KN2	Q96KN2
Q9BV23	Q9BV23
Q96FL9	Q96FL9
Q12857	Q12857
Q8N3Z3	Q8N3Z3
Q7L190	Q7L190
P18887	P18887
Q9ULX6	Q9ULX6
Q8WWA0	Q8WWA0
Q14849	Q14849
Q00765	Q00765
O43281	O43281
Q9BY76	Q9BY76
Q96BN8	Q96BN8
Q17R89	Q17R89
Q9H5X1	Q9H5X1
P10911	P10911
O43916	O43916
Q9UMP2	Q9UMP2
Q9Y4K4	Q9Y4K4
O14514	O14514
Q8TBC3	Q8TBC3
V9HW96	V9HW96
O95243	O95243
P04350	P04350
O60909	O60909
Q8NBJ9	Q8NBJ9
Q13191	Q13191
Q9NX31	Q9NX31
Q16849	Q16849
O43852	O43852
P01111	P01111
O60637	O60637
P13232	P13232
Q92974	Q92974
Q9BZW4	Q9BZW4
Q96RK0	Q96RK0
Q9HA38	Q9HA38
P24864	P24864
J3KPP0	J3KPP0
P48230	P48230
Q9NUW8	Q9NUW8
Q6NXT4	Q6NXT4
P20618	P20618
Q9C0C9	Q9C0C9
Q8NEX1	Q8NEX1
Q9UK05	Q9UK05
Q4LDG9	Q4LDG9
Q9HCS4	Q9HCS4
E7ENN3	E7ENN3
P26885	P26885
Q12891	Q12891
P0CL80	P0CL80
Q9NVL1	Q9NVL1
P60059	P60059
Q8N8E2	Q8N8E2
O15534	O15534
P54756	P54756
P01850	P01850
Q9UI09	Q9UI09
Q9Y6X6	Q9Y6X6
O43610	O43610
Q86U90	Q86U90
Q05D32	Q05D32
P84022	P84022
P01859	P01859
P10124	P10124
Q9H9Q4	Q9H9Q4
P16520	P16520
Q03252	Q03252
Q14542	Q14542
O14639	O14639
Q8NEV9	Q8NEV9
Q16769	Q16769
Q9Y6K5	Q9Y6K5
Q8NHX6	Q8NHX6
Q9NYL9	Q9NYL9
P16930	P16930
Q6UX34	Q6UX34
Q8NCL4	Q8NCL4
Q8N5B1	Q8N5B1
P16157	P16157
Q9Y4B3	Q9Y4B3
Q8WZ73	Q8WZ73
Q9BZW8	Q9BZW8
B4DUA4	B4DUA4
P31483	P31483
A0A0G2JHK4	A0A0G2JHK4
E9PJN9	E9PJN9
P29016	P29016
O75310	O75310
Q8NDH6	Q8NDH6
P20849	P20849
Q2M2I8	Q2M2I8
Q3LI76	Q3LI76
O60518	O60518
Q9Y6V0	Q9Y6V0
Q8TD55	Q8TD55
Q99684	Q99684
O14880	O14880
P04844	P04844
P43307	P43307
O96005	O96005
Q6P2C8	Q6P2C8
Q86XJ1	Q86XJ1
P40616	P40616
Q96D37	Q96D37
Q9NQ89	Q9NQ89
H7BYN4	H7BYN4
Q2TAZ0	Q2TAZ0
Q86XP0	Q86XP0
Q2NKX8	Q2NKX8
Q8TCD1	Q8TCD1
Q9H324	Q9H324
Q14524	Q14524
P10243	P10243
Q9NZG7	Q9NZG7
B3KTQ9	B3KTQ9
Q8IYN0	Q8IYN0
Q86YJ5	Q86YJ5
Q5VT06	Q5VT06
P0CG30	P0CG30
P0CG38	P0CG38
Q6UW68	Q6UW68
P42336	P42336
Q8N1Q1	Q8N1Q1
F4ZW66	F4ZW66
Q9UBS9	Q9UBS9
Q15797	Q15797
O94826	O94826
Q8N653	Q8N653
Q9H4D5	Q9H4D5
Q6NUQ4	Q6NUQ4
Q8IUH5	Q8IUH5
Q8IX29	Q8IX29
Q8NBA9	Q9GZS1
Q9UHE8	Q9UHE8
O95428	O95428
Q9Y2B2	Q9Y2B2
Q9Y6V7	Q9Y6V7
Q9NQB0	Q9NQB0
O94929	O94929
O15254	O15254
P20794	P20794
P08709	P08709
Q6PNN2	Q6PNN2
Q13671	Q13671
P51884	P51884
Q9NNW5	Q9NNW5
Q6FGT0	Q6FGT0
Q15935	Q15935
A6NIV6	A6NIV6
Q9NXR7	Q9NXR7
Q9Y2L1	Q9Y2L1
P61966	P61966
P25101	P25101
Q969Q6	Q969Q6
Q9BQF6	Q9BQF6
Q5VZI3	Q5VZI3
P49760	P49760
Q92504	Q92504
Q9NSY0	Q9NSY0
O75382	O75382
Q16637	Q16637
Q96E22	Q96E22
O43612	O43612
Q96GM5	Q96GM5
Q0VFX4	Q0VFX4
Q9UNW9	Q9UNW9
Q86VV8	Q86VV8
P0DI82	P0DI82
Q9BQS6	Q9BQS6
P62491	P62491
B7Z4L7	B7Z4L7
Q8NEG4	Q8NEG4
P13674	P13674
Q96S52	Q96S52
O75916	O75916
Q2M3V2	Q2M3V2
Q9P0K1	Q9P0K1
O95838	O95838
P30531	P30531
Q5W0B7	Q5W0B7
P01298	P01298
Q86UU0	Q86UU0
Q96A37	Q96A37
Q9H222	Q9H222
A2RUU4	A2RUU4
E7EWC5	E7EWC5
Q8NA57	Q8NA57
P10415	P10415
Q9H6Y7	Q9H6Y7
P61204	P61204
Q96C74	Q96C74
E9PN89	E9PN89
F5GZI3	F5GZI3
Q8IWF7	Q8IWF7
B3KPU6	B3KPU6
O94813	O94813
Q96GK7	Q96GK7
P15289	P15289
O43448	O43448
O75486	O75486
Q9UPV9	Q9UPV9
Q24JP5	Q24JP5
Q86TH3	Q86TH3
Q9H6R3	Q9H6R3
A6NJZ7	A6NJZ7
Q9UNA1	Q9UNA1
Q6P4F2	Q6P4F2
Q8TDV0	Q8TDV0
O95461	O95461
B1AH49	B1AH49
Q9UIX4	Q9UIX4
Q8N8M9	Q8N8M9
Q9H3P7	Q9H3P7
P09629	P09629
O95084	O95084
Q01085	Q01085
Q96JK2	Q96JK2
Q8NCY6	Q8NCY6
P46952	P46952
Q9NV92	Q9NV92
P35372	P35372
Q9UNK9	Q9UNK9
Q6PI25	Q6PI25
Q8TAG5	Q8TAG5
Q9UKT8	Q9UKT8
Q86UD1	Q86UD1
Q8N5A5	Q8N5A5
Q9H5J4	Q9H5J4
Q5T4W7	Q5T4W7
Q58A44	Q58A44
Q9UP65	Q9UP65
Q99816	Q99816
Q99687	Q99687
O14649	O14649
Q15057	Q15057
O75678	O75678
O00391	O00391
Q86Y13	Q86Y13
Q7Z3Z0	Q7Z3Z0
P30461	P01889
Q5JU75	Q9BTA9
O75531	O75531
Q8WVJ9	Q8WVJ9
P01286	P01286
Q9Y215	Q9Y215
P78382	P78382
Q9NUH8	Q9NUH8
Q9BXT5	Q9BXT5
Q9BYV6	Q9BYV6
Q14574	Q14574
Q6UB98	Q6UB98
Q9H501	Q9H501
Q8TBZ0	Q8TBZ0
O75112	O75112
Q4U2R6	Q4U2R6
Q59FY4	Q59FY4
P31946	P31946
O15083	O15083
Q96QD9	Q96QD9
P0C671	P0C671
Q9NPQ8	Q9NPQ8
Q53EU6	Q53EU6
Q14154	Q14154
Q03164	Q03164
Q9H857	Q9H857
Q01668	Q01668
P50552	P50552
P05549	P05549
Q6IN51	Q6IN51
Q3KR37	Q3KR37
Q7Z7B0	Q7Z7B0
O94768	O94768
Q8NAN2	Q8NAN2
Q9H0R8	Q9H0R8
Q9Y4D1	Q9Y4D1
P52824	P52824
Q8IZT6	Q8IZT6
O75323	O75323
Q96BQ5	Q96BQ5
P31995	P31995
Q8IV01	Q8IV01
A6NIR3	A6NIR3
Q96JM7	Q96JM7
O15014	O15014
P29622	P29622
Q8TED0	Q8TED0
P48380	P48380
Q9H816	Q9H816
Q14449	Q14449
Q7RTX8	Q7RTX8
W5RWE1	W5RWE1
O43602	O43602
P35241	P35241
P19021	P19021
Q5VST6	Q5VST6
Q14CX7	Q14CX7
Q92932	Q92932
E9PQZ5	E9PQZ5
Q9ULI3	Q9ULI3
A6QL64	A6QL64
Q8TC44	Q8TC44
P51965	P51965
Q8WXH2	Q8WXH2
Q9NZC3	Q9NZC3
P51810	P51810
O95425	O95425
Q8IVB4	Q8IVB4
O94988	O94988
Q13888	Q13888
Q9UKR5	Q9UKR5
Q92503	Q92503
P21579	P21579
Q6ZWI9	Q6ZWI9
Q6NUT2	Q6NUT2
Q7L0Y3	Q7L0Y3
P57796	P57796
Q5VUG0	Q5VUG0
P04075	P04075
O95757	O95757
Q86W74	Q86W74
P86790	P86790
Q6NX45	Q6NX45
Q96MM7	Q96MM7
Q96RY7	Q96RY7
Q9UBL3	Q9UBL3
Q9Y6M5	Q9Y6M5
O43364	O43364
Q8IXX5	Q8IXX5
P51686	P51686
Q08AM8	Q08AM8
Q9UBF1	Q9UBF1
Q8IWE2	Q8IWE2
Q9H2E6	Q9H2E6
Q9BZV1	Q9BZV1
Q6XYQ8	Q6XYQ8
I6L996	I6L996
Q9GZP0	Q9GZP0
Q6PEY2	Q6PEY2
P56704	P56704
Q96JJ7	Q96JJ7
Q9NPJ3	Q9NPJ3
Q9NY25	Q9NY25
Q6UWJ8	Q6UWJ8
Q9BV29	Q9BV29
Q15059	Q15059
Q9BZX2	Q9BZX2
Q2VIR3	Q2VIR3
A2RRE0	A2RRE0
Q12841	Q12841
P27708	P27708
Q75MZ5	Q75MZ5
Q86UX2	Q86UX2
Q9ULR5	Q9ULR5
Q86UN2	Q86UN2
Q8IUH3	Q8IUH3
P62888	P62888
P30101	P30101
P17028	P17028
O94766	O94766
A0A087X169	A0A087X169
P51570	P51570
Q7Z7H3	Q7Z7H3
Q96C98	Q96C98
P61927	P61927
Q96GS4	Q96GS4
Q96NS8	Q96NS8
Q13572	Q13572
Q76GR4	Q76GR4
Q9H0H3	Q9H0H3
Q9Y5W7	Q9Y5W7
Q9H2G9	Q9H2G9
Q9H2U2	Q9H2U2
P16104	P16104
Q9NR97	Q9NR97
Q86WJ1	Q86WJ1
Q9NW71	Q9NW71
O14595	O14595
B4DKZ6	B4DKZ6
Q96Q89	Q96Q89
Q9H4I0	Q9H4I0
Q08830	Q08830
Q92859	Q92859
P47804	P47804
Q9Y6W8	Q9Y6W8
Q8IVP5	Q8IVP5
Q16585	Q16585
Q8IV31	Q8IV31
P50226	P50226
Q96CS3	Q96CS3
Q5SZQ8	Q5SZQ8
P35789	P35789
O15055	O15055
P52737	P52737
Q9P0W2	Q9P0W2
Q99679	Q99679
O94759	O94759
Q9C0K7	Q9C0K7
Q8IVP9	Q8IVP9
Q9P0N5	Q9P0N5
Q8IW03	Q8IW03
Q9BYZ4	Q8NE09
P31249	P31249
Q8IVM0	Q8IVM0
Q05DR1	Q05DR1
P22749	P22749
O43464	O43464
Q9NTJ5	Q9NTJ5
Q9NUQ6	Q9NUQ6
Q9H5V8	Q9H5V8
A0A0A6YYJ4	Q07654
P04629	P04629
P41440	P41440
Q53GB0	Q53GB0
Q92764	Q92764
Q9Y4K3	Q9Y4K3
Q96L34	Q96L34
Q5H9L2	Q5H9L2
Q96MN9	Q96MN9
Q8TAD4	Q8TAD4
Q8WW43	Q8WW43
Q6PEV8	Q6PEV8
Q9UJU5	Q9UJU5
Q7Z6G8	Q7Z6G8
Q9H227	Q9H227
Q16626	Q16626
O14579	O14579
Q04695	Q04695
Q68EM7	Q68EM7
Q9BQI7	Q9BQI7
Q8TBY8	Q8TBY8
Q6A163	Q6A163
O14733	O14733
Q86Y22	Q86Y22
Q6IT96	Q6IT96
Q9UDW3	Q9UDW3
Q13360	Q13360
Q9NXU5	Q9NXU5
O75131	O75131
Q2L6J1	Q2L6J1
P00558	P00558
Q9NYG8	Q9NYG8
A0AVK6	A0AVK6
P20941	P20941
Q99460	Q99460
Q9NP62	Q9NP62
Q9P0S3	Q9P0S3
P16220	P16220
B9A6K1	B9A6K1
Q5T848	Q5T848
Q8NCN5	Q8NCN5
Q96EZ4	Q96EZ4
B7Z4B8	B7Z4B8
Q8IYA8	Q8IYA8
Q9NYZ3	Q9NYZ3
O00327	O00327
O75521	O75521
P04259	P04259
Q96HD9	Q96HD9
P23526	P23526
Q6ZW76	Q6ZW76
Q9UPW6	Q9UPW6
Q9P2B7	Q9P2B7
Q9HD43	Q9HD43
Q5JVG8	Q5JVG8
Q9Y2T6	Q9Y2T6
Q9Y614	Q9Y614
Q9HC52	Q9HC52
Q13639	Q13639
Q5T2X4	Q5T2X4
Q05682	Q05682
P28221	P28221
Q8TER5	Q8TER5
Q8TCB7	Q8TCB7
E9PJF5	E9PJF5
Q9HAP2	Q9HAP2
Q49AM1	Q49AM1
Q8IX15	Q8IX15
P22676	P22676
Q9NS82	Q9NS82
Q01344	Q01344
P22897	P22897
P27797	P27797
Q15170	Q15170
O14925	O14925
Q8IVP1	Q8IVP1
Q13283	Q13283
Q96A73	Q96A73
Q5VTZ4	Q5VTZ4
P25685	P25685
Q6SZW1	Q6SZW1
Q9P2J3	Q9P2J3
Q9Y3E0	Q9Y3E0
Q96AX2	Q96AX2
Q02577	Q02577
B2RAU8	B2RAU8
Q99879	Q99879
P41146	P41146
O43295	O43295
O75593	O75593
P02808	P02808
Q99972	Q99972
Q6P050	Q6P050
Q96MU5	Q96MU5
O00635	O00635
A1YPR0	A1YPR0
Q9NX20	Q9NX20
P09430	P09430
Q8WVF2	Q8WVF2
Q16777	Q16777
Q70CQ1	Q70CQ1
Q99558	Q99558
Q13137	Q13137
P36955	P36955
Q9NY93	Q9NY93
Q9UIF9	Q9UIF9
O95948	O95948
A6NFT4	A6NFT4
P46821	P46821
Q96HQ0	Q96HQ0
Q9NX74	Q9NX74
Q8WUD1	Q8WUD1
Q9NRH2	Q9NRH2
Q9NZK5	Q9NZK5
O15504	O15504
Q9UKJ5	Q9UKJ5
Q96K30	Q96K30
B3KNS4	B3KNS4
P42285	P42285
Q5T3F8	Q5T3F8
P00450	P00450
Q14687	Q14687
O95388	O95388
Q9C0F1	Q9C0F1
Q147U7	Q147U7
Q9BUK0	Q9BUK0
Q9BYH1	Q9BYH1
Q6ZNH5	Q6ZNH5
Q7Z3S9	Q7Z3S9
Q15366	Q15366
P49961	P49961
Q9BQG1	Q9BQG1
Q96I45	Q96I45
Q11130	Q11130
P51948	P51948
Q96RD7	Q96RD7
Q9UF11	Q9UF11
O95235	O95235
P05113	P05113
P51575	P51575
Q14680	Q14680
Q92970	Q92970
Q5T036	Q5T036
Q96GR2	Q96GR2
Q96K83	Q96K83
Q9BVW5	Q9BVW5
P82980	P82980
Q9Y2H2	Q9Y2H2
Q96A00	Q96A00
Q9NTG7	Q9NTG7
Q9UIB8	Q9UIB8
O14734	O14734
Q9NSI5	Q9NSI5
Q96F46	Q96F46
Q86UA1	Q86UA1
Q96C41	Q99638
Q9UPX6	Q9UPX6
O95976	O95976
B4DMH3	B4DMH3
P01241	P01241
Q6I9S7	Q6I9S7
Q96N96	Q96N96
Q15543	Q15543
Q12874	Q12874
Q9Y6T7	Q9Y6T7
P51398	P51398
Q3LI72	Q3LI72
O75290	O75290
P63267	P63267
Q9ULU4	Q9ULU4
H3BUJ7	H3BUJ7
Q86XK2	Q86XK2
Q8IUU6	Q8IUU6
Q7LDG7	Q7LDG7
Q8NBR6	Q8NBR6
O95229	O95229
P13646	P13646
Q9Y5W9	Q9Y5W9
Q29980	Q29980
Q9BXJ0	Q9BXJ0
P56539	P56539
Q8N9A8	Q8N9A8
Q96AA3	Q96AA3
P36406	P36406
Q8N5M9	Q8N5M9
Q8N8V4	Q8N8V4
Q9UKB1	Q9UKB1
Q9NUK0	Q9NUK0
Q86XT4	Q86XT4
P46459	P46459
Q96N77	Q96N77
Q4G0G5	Q4G0G5
Q9ULJ7	Q9ULJ7
P48553	P48553
Q96NU1	Q96NU1
Q13224	Q13224
Q8N619	Q8N619
Q13233	Q13233
P23416	P23416
Q8N2W9	Q8N2W9
Q14344	Q14344
Q8NDV7	Q8NDV7
Q16613	Q16613
Q8TBH0	Q8TBH0
P27449	P27449
Q7Z6B0	Q7Z6B0
Q8WTW2	Q13287
A0A087WT08	Q9UK13
O94873	A7MCY6
O95067	O95067
P51677	P51677
P33260	P33260
Q8TAD8	Q8TAD8
Q9BXB1	Q9BXB1
Q9Y421	Q9Y421
Q9UH77	Q9UH77
Q8WTW3	Q8WTW3
Q8NDH8	P0CG13
Q8NDH8	P0CG12
D6RBZ0	D6RBZ0
Q8TCC3	Q8TCC3
P0C0E4	P0C0E4
P98182	P98182
Q9Y2I1	Q9Y2I1
Q5VZM2	Q5VZM2
Q96BE0	Q96BE0
Q9UMZ3	Q9UMZ3
Q9NWJ6	Q9NWJ6
Q8IWK6	Q8IWK6
B4DXD0	B4DXD0
P53990	P53990
P09172	P09172
O15372	O15372
Q53Y06	Q53Y06
